일련번호,관리_건축물대장_PK,전유_공용_구분_코드,주_부속_구분_코드,층_번호_명,구조_코드,기타_구조,주_용도_코드,기타_용도,면적
77428429,10891188334,1,0,15층,21,철근콘크리트조,02001,아파트,85.000000000
77428430,10891188334,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
77428431,10891188334,2,0,15층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
77428432,10891188334,1,1,1층,19,조적조,02005,경비실,0.092000000
77428433,10891188334,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
77428434,10891188334,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
77428435,10891188334,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
10349349,10891188335,1,0,11층,21,철근콘크리트조,02001,아파트,85.000000000
10349350,10891188335,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
10349351,10891188335,2,0,11층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
10349361,10891188335,1,1,1층,19,조적조,02005,경비실,0.092000000
10349362,10891188335,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
10349363,10891188335,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
10349364,10891188335,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
78374090,10891188336,1,0,12층,21,철근콘크리트조,02001,아파트,85.000000000
78374091,10891188336,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
78374092,10891188336,2,0,12층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
78374093,10891188336,1,1,1층,19,조적조,02005,경비실,0.092000000
78374094,10891188336,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
78374095,10891188336,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
78374096,10891188336,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
3954412,10891188337,1,0,12층,21,철근콘크리트조,02001,아파트,85.000000000
3954413,10891188337,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
3954414,10891188337,2,0,12층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
3954415,10891188337,1,1,1층,19,조적조,02005,경비실,0.092000000
3954416,10891188337,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
3954417,10891188337,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
3954418,10891188337,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
105301291,10891188338,1,0,12층,21,철근콘크리트조,02001,아파트,85.000000000
105301292,10891188338,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
105301293,10891188338,2,0,12층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
105301294,10891188338,1,1,1층,19,조적조,02005,경비실,0.092000000
105301295,10891188338,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
105301296,10891188338,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
105301297,10891188338,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
4440074,10891188339,1,0,12층,21,철근콘크리트조,02001,아파트,85.000000000
4440075,10891188339,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
4440076,10891188339,2,0,12층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
4440077,10891188339,1,1,1층,19,조적조,02005,경비실,0.092000000
4440078,10891188339,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
4440079,10891188339,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
4440080,10891188339,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
57436689,10891188340,1,0,12층,21,철근콘크리트조,02001,아파트,85.000000000
57436690,10891188340,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
57436691,10891188340,2,0,12층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
57436692,10891188340,1,1,1층,19,조적조,02005,경비실,0.092000000
57436693,10891188340,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
57436694,10891188340,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
57436695,10891188340,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
16739475,10891188341,1,0,12층,21,철근콘크리트조,02001,아파트,85.000000000
16739476,10891188341,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
16739477,10891188341,2,0,12층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
16739478,10891188341,1,1,1층,19,조적조,02005,경비실,0.092000000
16739479,10891188341,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
16739480,10891188341,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
16739481,10891188341,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
51887451,10891188342,1,0,13층,21,철근콘크리트조,02001,아파트,85.000000000
51887452,10891188342,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
51887453,10891188342,2,0,13층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
51887454,10891188342,1,1,1층,19,조적조,02005,경비실,0.092000000
51887455,10891188342,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
51887456,10891188342,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
51887457,10891188342,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
26439532,10891188343,1,0,13층,21,철근콘크리트조,02001,아파트,85.000000000
26439533,10891188343,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
26439534,10891188343,2,0,13층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
26439535,10891188343,1,1,1층,19,조적조,02005,경비실,0.092000000
26439536,10891188343,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
26439537,10891188343,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
26439538,10891188343,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
89940391,10891188344,1,0,13층,21,철근콘크리트조,02001,아파트,85.000000000
89940392,10891188344,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
89940393,10891188344,2,0,13층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
89940394,10891188344,1,1,1층,19,조적조,02005,경비실,0.092000000
89940395,10891188344,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
89940396,10891188344,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
89940397,10891188344,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
82212281,10891188345,1,0,13층,21,철근콘크리트조,02001,아파트,85.000000000
82212282,10891188345,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
82212283,10891188345,2,0,13층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
82212284,10891188345,1,1,1층,19,조적조,02005,경비실,0.092000000
82212285,10891188345,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
82212286,10891188345,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
82212287,10891188345,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
105726990,10891188346,1,0,14층,21,철근콘크리트조,02001,아파트,85.000000000
105726991,10891188346,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
105726992,10891188346,2,0,14층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
105726993,10891188346,1,1,1층,19,조적조,02005,경비실,0.092000000
105726994,10891188346,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
105726995,10891188346,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
105726996,10891188346,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
36567445,10891188347,2,0,14층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
36567446,10891188347,1,1,1층,19,조적조,02005,경비실,0.092000000
36567447,10891188347,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
36567448,10891188347,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
36567449,10891188347,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
36567450,10891188347,1,0,14층,21,철근콘크리트조,02001,아파트,85.000000000
36567451,10891188347,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
93565450,10891188348,1,0,14층,21,철근콘크리트조,02001,아파트,85.000000000
93565451,10891188348,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
93565452,10891188348,2,0,14층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
93565453,10891188348,1,1,1층,19,조적조,02005,경비실,0.092000000
93565454,10891188348,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
93565455,10891188348,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
93565456,10891188348,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
82208801,10891188349,1,0,14층,21,철근콘크리트조,02001,아파트,85.000000000
82208802,10891188349,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
82208803,10891188349,2,0,14층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
82208804,10891188349,1,1,1층,19,조적조,02005,경비실,0.092000000
82208805,10891188349,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
82208806,10891188349,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
82208807,10891188349,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
46592463,10891188350,1,0,15층,21,철근콘크리트조,02001,아파트,85.000000000
46592464,10891188350,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
46592465,10891188350,2,0,15층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
46592466,10891188350,1,1,1층,19,조적조,02005,경비실,0.092000000
46592467,10891188350,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
46592468,10891188350,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
46592469,10891188350,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
53093894,10891188351,1,0,15층,21,철근콘크리트조,02001,아파트,85.000000000
53093895,10891188351,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
53093896,10891188351,2,0,15층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
53093897,10891188351,1,1,1층,19,조적조,02005,경비실,0.092000000
53093898,10891188351,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
53093899,10891188351,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
53093900,10891188351,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
48306884,10891188352,1,0,15층,21,철근콘크리트조,02001,아파트,85.000000000
48306885,10891188352,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
48306886,10891188352,2,0,15층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
48306887,10891188352,1,1,1층,19,조적조,02005,경비실,0.092000000
48306888,10891188352,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
48306889,10891188352,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
48306890,10891188352,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
80005510,10891188353,1,0,15층,21,철근콘크리트조,02001,아파트,85.000000000
80005511,10891188353,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
80005512,10891188353,2,0,15층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
80005513,10891188353,1,1,1층,19,조적조,02005,경비실,0.092000000
80005514,10891188353,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
80005515,10891188353,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
80005516,10891188353,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
53738406,10891188354,1,1,1층,19,조적조,02005,경비실,0.092000000
53738407,10891188354,1,0,11층,21,철근콘크리트조,02001,아파트,85.000000000
53738408,10891188354,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
53738409,10891188354,2,0,11층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
53738410,10891188354,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
53738411,10891188354,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
53738412,10891188354,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
16379095,10891188355,1,0,7층,21,철근콘크리트조,02001,아파트,85.000000000
16379096,10891188355,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
16379097,10891188355,2,0,7층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
16379098,10891188355,1,1,1층,19,조적조,02005,경비실,0.092000000
16379099,10891188355,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
16379100,10891188355,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
16379101,10891188355,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
18085673,10891188356,1,0,7층,21,철근콘크리트조,02001,아파트,85.000000000
18085674,10891188356,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
18085675,10891188356,2,0,7층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
18085676,10891188356,1,1,1층,19,조적조,02005,경비실,0.092000000
18085677,10891188356,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
18085678,10891188356,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
18085679,10891188356,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
73837935,10891188357,1,0,8층,21,철근콘크리트조,02001,아파트,85.000000000
73837936,10891188357,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
73837937,10891188357,2,0,8층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
73837938,10891188357,1,1,1층,19,조적조,02005,경비실,0.092000000
73837939,10891188357,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
73837940,10891188357,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
73837941,10891188357,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
63901197,10891188358,1,0,8층,21,철근콘크리트조,02001,아파트,85.000000000
63901198,10891188358,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
63901199,10891188358,2,0,8층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
63901200,10891188358,1,1,1층,19,조적조,02005,경비실,0.092000000
63901201,10891188358,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
63901202,10891188358,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
63901203,10891188358,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
42810761,10891188359,1,0,8층,21,철근콘크리트조,02001,아파트,85.000000000
42810762,10891188359,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
42810763,10891188359,2,0,8층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
42810764,10891188359,1,1,1층,19,조적조,02005,경비실,0.092000000
42810765,10891188359,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
42810766,10891188359,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
42810767,10891188359,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
10410008,10891188360,2,0,8층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
10410009,10891188360,1,1,1층,19,조적조,02005,경비실,0.092000000
10410010,10891188360,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
10410011,10891188360,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
10410012,10891188360,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
10410013,10891188360,1,0,8층,21,철근콘크리트조,02001,아파트,85.000000000
10410014,10891188360,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
14235987,10891188361,1,0,8층,21,철근콘크리트조,02001,아파트,85.000000000
14235988,10891188361,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
14235989,10891188361,2,0,8층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
14235990,10891188361,1,1,1층,19,조적조,02005,경비실,0.092000000
14235991,10891188361,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
14235992,10891188361,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
14235993,10891188361,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
52927691,10891188362,1,0,9층,21,철근콘크리트조,02001,아파트,85.000000000
52927692,10891188362,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
52927693,10891188362,2,0,9층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
52927694,10891188362,1,1,1층,19,조적조,02005,경비실,0.092000000
52927695,10891188362,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
52927696,10891188362,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
52927697,10891188362,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
4362231,10891188363,1,0,9층,21,철근콘크리트조,02001,아파트,85.000000000
4362232,10891188363,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
4362233,10891188363,2,0,9층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
4362234,10891188363,1,1,1층,19,조적조,02005,경비실,0.092000000
4362235,10891188363,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
4362236,10891188363,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
4362237,10891188363,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
19844289,10891188364,1,0,9층,21,철근콘크리트조,02001,아파트,85.000000000
19844290,10891188364,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
19844291,10891188364,2,0,9층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
19844323,10891188364,1,1,1층,19,조적조,02005,경비실,0.092000000
19844324,10891188364,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
19844325,10891188364,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
19844326,10891188364,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
62123577,10891188365,1,0,9층,21,철근콘크리트조,02001,아파트,85.000000000
62123578,10891188365,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
62123579,10891188365,2,0,9층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
62123580,10891188365,1,1,1층,19,조적조,02005,경비실,0.092000000
62123581,10891188365,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
62123582,10891188365,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
62123583,10891188365,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
39753797,10891188366,1,0,10층,21,철근콘크리트조,02001,아파트,85.000000000
39753798,10891188366,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
39753799,10891188366,2,0,10층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
39753800,10891188366,1,1,1층,19,조적조,02005,경비실,0.092000000
39753801,10891188366,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
39753802,10891188366,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
39753803,10891188366,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
84164350,10891188367,1,0,10층,21,철근콘크리트조,02001,아파트,85.000000000
84164351,10891188367,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
84164352,10891188367,2,0,10층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
84164353,10891188367,1,1,1층,19,조적조,02005,경비실,0.092000000
84164354,10891188367,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
84164355,10891188367,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
84164356,10891188367,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
47103403,10891188368,1,0,10층,21,철근콘크리트조,02001,아파트,85.000000000
47103404,10891188368,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
47103405,10891188368,2,0,10층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
47103406,10891188368,1,1,1층,19,조적조,02005,경비실,0.092000000
47103407,10891188368,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
47103408,10891188368,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
47103409,10891188368,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
35387458,10891188369,1,0,10층,21,철근콘크리트조,02001,아파트,85.000000000
35387459,10891188369,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
35387460,10891188369,2,0,10층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
35387461,10891188369,1,1,1층,19,조적조,02005,경비실,0.092000000
35387462,10891188369,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
35387463,10891188369,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
35387464,10891188369,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
62290951,10891188370,1,0,11층,21,철근콘크리트조,02001,아파트,85.000000000
62290952,10891188370,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
62290953,10891188370,2,0,11층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
62290954,10891188370,1,1,1층,19,조적조,02005,경비실,0.092000000
62290955,10891188370,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
62290956,10891188370,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
62290957,10891188370,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
41455986,10891188371,1,0,11층,21,철근콘크리트조,02001,아파트,85.000000000
41455987,10891188371,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
41455988,10891188371,2,0,11층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
41455989,10891188371,1,1,1층,19,조적조,02005,경비실,0.092000000
41455990,10891188371,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
41455991,10891188371,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
41455992,10891188371,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
3991271,10891188372,1,0,11층,21,철근콘크리트조,02001,아파트,85.000000000
3991272,10891188372,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
3991273,10891188372,2,0,11층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
3991274,10891188372,1,1,1층,19,조적조,02005,경비실,0.092000000
3991275,10891188372,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
3991276,10891188372,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
3991277,10891188372,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
15465517,10891188373,2,0,7층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
15465518,10891188373,1,1,1층,19,조적조,02005,경비실,0.092000000
15465519,10891188373,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
15465520,10891188373,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
15465521,10891188373,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
15465522,10891188373,1,0,7층,21,철근콘크리트조,02001,아파트,85.000000000
15465523,10891188373,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
83747656,10891188374,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
83747657,10891188374,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
83747658,10891188374,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
83747659,10891188374,1,1,1층,19,조적조,02005,경비실,0.092000000
83747660,10891188374,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
83767615,10891188374,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
83767616,10891188374,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
16223062,10891188375,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
16223063,10891188375,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
16223064,10891188375,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
16223065,10891188375,1,1,1층,19,조적조,02005,경비실,0.092000000
16223066,10891188375,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
16223067,10891188375,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
16223068,10891188375,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
38917434,10891188376,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
38917435,10891188376,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
38917436,10891188376,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
38917437,10891188376,1,1,1층,19,조적조,02005,경비실,0.092000000
38917438,10891188376,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
38917439,10891188376,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
38917440,10891188376,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
24541484,10891188377,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
24541485,10891188377,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
24541486,10891188377,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
24541487,10891188377,1,1,1층,19,조적조,02005,경비실,0.092000000
24541488,10891188377,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
24541489,10891188377,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
24541490,10891188377,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
65897338,10891188378,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
65897339,10891188378,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
65897340,10891188378,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
65897341,10891188378,1,1,1층,19,조적조,02005,경비실,0.092000000
65897342,10891188378,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
65897343,10891188378,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
65897344,10891188378,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
61738190,10891188379,1,0,4층,21,철근콘크리트조,02001,아파트,85.000000000
61738191,10891188379,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
61738192,10891188379,2,0,4층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
61738193,10891188379,1,1,1층,19,조적조,02005,경비실,0.092000000
61738194,10891188379,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
61738195,10891188379,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
61738196,10891188379,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
71085335,10891188380,1,0,4층,21,철근콘크리트조,02001,아파트,85.000000000
71085336,10891188380,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
71085337,10891188380,2,0,4층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
71085338,10891188380,1,1,1층,19,조적조,02005,경비실,0.092000000
71085339,10891188380,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
71085340,10891188380,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
71085341,10891188380,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
